Slice,Count,Total Area,Average Size,%Area
35.jpg,0,0,NaN,0.00000
35.jpg,3,1323,441.00000,0.00785
36.jpg,1,2460,2460.00000,0.00488
36.jpg,1,2460,2460.00000,0.01463
36.jpg,0,0,NaN,0.00000
36.jpg,0,0,NaN,0.00000
37.jpg,2,730,365.00000,0.00147
37.jpg,1,342,342.00000,0.00204
37.jpg,1,388,388.00000,0.00238
37.jpg,0,0,NaN,0.00000
38.jpg,1,3047,3047.00000,0.00590
38.jpg,1,3047,3047.00000,0.01795
38.jpg,0,0,NaN,0.00000
38.jpg,0,0,NaN,0.00000
39.jpg,3,1446,482.00000,0.00283
39.jpg,0,0,NaN,0.00000
39.jpg,0,0,NaN,0.00000
39.jpg,3,1446,482.00000,0.00858
40.jpg,3,1321,440.33333,0.00259
40.jpg,0,0,NaN,0.00000
40.jpg,1,334,334.00000,0.00196
40.jpg,2,987,493.50000,0.00589
41.jpg,77,52177,677.62338,0.09920
41.jpg,23,15151,658.73913,0.08658
41.jpg,33,23705,718.33333,0.13468
41.jpg,21,13321,634.33333,0.07607
42.jpg,110,99424,903.85455,0.19221
42.jpg,44,33524,761.90909,0.19529
42.jpg,35,36181,1033.74286,0.20921
42.jpg,32,29741,929.40625,0.17220
43.jpg,23,13067,568.13043,0.02499
43.jpg,5,3350,670.00000,0.01960
43.jpg,7,3412,487.42857,0.01932
43.jpg,11,6305,573.18182,0.03597
44.jpg,31,15259,492.22581,0.02971
44.jpg,9,3662,406.88889,0.02187
44.jpg,7,4231,604.42857,0.02402
44.jpg,15,7366,491.06667,0.04333
45.jpg,42,25461,606.21429,0.05376
45.jpg,15,8168,544.53333,0.05268
45.jpg,11,7335,666.81818,0.04848
45.jpg,16,9958,622.37500,0.05950
46.jpg,28,14848,530.28571,0.03154
46.jpg,7,4473,639.00000,0.02998
46.jpg,10,5318,531.80000,0.03549
46.jpg,11,5057,459.72727,0.02945
47.jpg,67,70829,1057.14925,0.13865
47.jpg,20,16259,812.95000,0.09535
47.jpg,28,33418,1193.50000,0.19532
47.jpg,20,21152,1057.60000,0.12491
48.jpg,89,79527,893.56180,0.15432
48.jpg,33,24702,748.54545,0.14266
48.jpg,34,40441,1189.44118,0.24768
48.jpg,22,14221,646.40909,0.07953
