Slice,Count,Total Area,Average Size,%Area
20.jpg,25,3330,133.20000,0.01977
20.jpg,29,5003,172.51724,0.02886
20.jpg,31,5309,171.25806,0.03036
21.jpg,56,10746,191.89286,0.02037
21.jpg,15,2372,158.13333,0.01369
21.jpg,22,5120,232.72727,0.02883
21.jpg,19,3254,171.26316,0.01839
22.jpg,46,6474,140.73913,0.01303
22.jpg,12,1662,138.50000,0.00984
22.jpg,19,2554,134.42105,0.01519
22.jpg,15,2258,150.53333,0.01414
23.jpg,70,12388,176.97143,0.02420
23.jpg,20,2807,140.35000,0.01663
23.jpg,14,2553,182.35714,0.01465
23.jpg,36,7028,195.22222,0.04169
24.jpg,118,19516,165.38983,0.03792
24.jpg,38,5923,155.86842,0.03450
24.jpg,40,6834,170.85000,0.03975
24.jpg,40,6717,167.92500,0.03926
25.jpg,34,6574,193.35294,0.01281
25.jpg,12,2473,206.08333,0.01444
25.jpg,10,1877,187.70000,0.01093
25.jpg,12,2129,177.41667,0.01252
26.jpg,27,5476,202.81481,0.01050
26.jpg,13,2361,181.61538,0.01368
26.jpg,7,1736,248.00000,0.00993
26.jpg,7,1379,197.00000,0.00791
27.jpg,38,7250,190.78947,0.01403
27.jpg,22,4537,206.22727,0.02646
27.jpg,10,1610,161.00000,0.00921
27.jpg,6,1103,183.83333,0.00647
28.jpg,27,7305,270.55556,0.01385
28.jpg,8,3609,451.12500,0.02057
28.jpg,10,2026,202.60000,0.01142
28.jpg,9,1670,185.55556,0.00957
29.jpg,25,6613,264.52000,0.01405
29.jpg,8,964,120.50000,0.00604
29.jpg,6,1643,273.83333,0.01155
29.jpg,11,4006,364.18182,0.02371
30.jpg,25,4491,179.64000,0.00952
30.jpg,6,1640,273.33333,0.00987
30.jpg,10,1515,151.50000,0.00873
30.jpg,9,1336,148.44444,0.01012
31.jpg,28,4222,150.78571,0.00830
31.jpg,10,1894,189.40000,0.01110
31.jpg,6,727,121.16667,0.00426
31.jpg,12,1601,133.41667,0.00956
32.jpg,36,5885,163.47222,0.01238
32.jpg,16,3323,207.68750,0.02034
32.jpg,11,1340,121.81818,0.00813
32.jpg,9,1222,135.77778,0.00832
33.jpg,28,6243,222.96429,0.01363
33.jpg,8,1078,134.75000,0.00794
33.jpg,9,2015,223.88889,0.01301
33.jpg,11,3150,286.36364,0.01884
34.jpg,36,6686,185.72222,0.01323
34.jpg,15,2780,185.33333,0.01662
34.jpg,9,1585,176.11111,0.00935
34.jpg,12,2321,193.41667,0.01379
35.jpg,30,4729,157.63333,0.00910
35.jpg,8,1264,158.00000,0.00733
35.jpg,9,1248,138.66667,0.00714
35.jpg,13,2217,170.53846,0.01285
36.jpg,41,7075,172.56098,0.01490
36.jpg,13,2074,159.53846,0.01386
36.jpg,15,2414,160.93333,0.01536
36.jpg,13,2587,199.00000,0.01540
37.jpg,23,3404,148.00000,0.00683
37.jpg,3,382,127.33333,0.00230
37.jpg,10,1642,164.20000,0.00986
37.jpg,10,1388,138.80000,0.00837
38.jpg,45,7906,175.68889,0.01554
38.jpg,13,2509,193.00000,0.01468
38.jpg,18,2896,160.88889,0.01696
38.jpg,14,2501,178.64286,0.01497
39.jpg,41,7898,192.63415,0.01646
39.jpg,17,2562,150.70588,0.01506
39.jpg,13,4005,308.07692,0.02367
39.jpg,11,1351,122.81818,0.00962
40.jpg,33,5393,163.42424,0.01050
40.jpg,12,1880,156.66667,0.01105
40.jpg,5,647,129.40000,0.00375
40.jpg,16,2866,179.12500,0.01678
41.jpg,36,6376,177.11111,0.01275
41.jpg,6,810,135.00000,0.00485
41.jpg,18,3865,214.72222,0.02311
41.jpg,12,1701,141.75000,0.01025
42.jpg,38,6592,173.47368,0.01337
42.jpg,12,1689,140.75000,0.01086
42.jpg,12,2052,171.00000,0.01205
42.jpg,14,2825,201.78571,0.01687
43.jpg,23,3345,145.43478,0.00698
43.jpg,6,851,141.83333,0.00566
43.jpg,6,1037,172.83333,0.00632
43.jpg,12,1462,121.83333,0.00887
44.jpg,40,10598,264.95000,0.02083
44.jpg,13,2589,199.15385,0.01519
44.jpg,20,7111,355.55000,0.04152
44.jpg,6,791,131.83333,0.00474
45.jpg,120,22997,191.64167,0.04702
45.jpg,27,7932,293.77778,0.05006
45.jpg,34,5677,166.97059,0.03473
45.jpg,59,9424,159.72881,0.05637
46.jpg,41,16883,411.78049,0.03293
46.jpg,12,2294,191.16667,0.01350
46.jpg,16,9563,597.68750,0.05507
46.jpg,13,5026,386.61538,0.02971
47.jpg,46,7073,153.76087,0.01370
47.jpg,16,2218,138.62500,0.01294
47.jpg,14,2275,162.50000,0.01306
47.jpg,16,2580,161.25000,0.01512
48.jpg,61,15132,248.06557,0.03015
48.jpg,22,5138,233.54545,0.03122
48.jpg,19,3939,207.31579,0.02290
48.jpg,20,6055,302.75000,0.03665
