num,Label,Area,PArea
180,45.jpg:7618-3568,18154663,0.14903
181,46.jpg:4662-3798,52742646,0.17123
182,46.jpg:1826-3840,17292102,0.15934
183,46.jpg:4662-3797,17840129,0.18087
184,46.jpg:7498-3754,17609668,0.17310
185,47.jpg:4698-3732,51936126,0.20758
186,47.jpg:1894-3700,16832516,0.17610
187,47.jpg:4698-3724,17643880,0.17384
188,47.jpg:7502-3738,17445159,0.27223
189,48.jpg:4620-3870,52591959,0.35026
190,48.jpg:1812-3870,17188938,0.30089
191,48.jpg:4620-3875,17789417,0.32091
192,48.jpg:7428-3881,17623896,0.42791
