Slice,Count,Total Area,Average Size,%Area
24.jpg,19,5194,273.36842,0.03104
24.jpg,20,3756,187.80000,0.02315
25.jpg,19,3615,190.26316,0.00708
25.jpg,4,619,154.75000,0.00360
25.jpg,10,2165,216.50000,0.01234
25.jpg,5,730,146.00000,0.00447
26.jpg,20,4754,237.70000,0.01006
26.jpg,12,3123,260.25000,0.01978
26.jpg,4,1016,254.00000,0.00628
26.jpg,4,615,153.75000,0.00403
27.jpg,16,6421,401.31250,0.01233
27.jpg,6,1545,257.50000,0.00864
27.jpg,7,3937,562.42857,0.02301
27.jpg,3,939,313.00000,0.00549
28.jpg,24,5964,248.50000,0.01174
28.jpg,10,2553,255.30000,0.01557
28.jpg,5,1506,301.20000,0.00839
28.jpg,9,1905,211.66667,0.01156
29.jpg,41,7701,187.82927,0.01508
29.jpg,18,4080,226.66667,0.02339
29.jpg,9,1470,163.33333,0.00879
29.jpg,14,2151,153.64286,0.01273
30.jpg,11,2171,197.36364,0.00437
30.jpg,2,295,147.50000,0.00180
30.jpg,6,1123,187.16667,0.00690
30.jpg,3,753,251.00000,0.00444
31.jpg,24,4451,185.45833,0.00836
31.jpg,7,1191,170.14286,0.00684
31.jpg,8,1383,172.87500,0.00772
31.jpg,9,1877,208.55556,0.01048
32.jpg,38,7293,191.92105,0.01423
32.jpg,16,2937,183.56250,0.01780
32.jpg,9,1369,152.11111,0.00792
32.jpg,13,2957,227.46154,0.01694
33.jpg,20,11148,557.40000,0.02174
33.jpg,7,1600,228.57143,0.00939
33.jpg,7,8149,1164.14286,0.04744
33.jpg,6,1399,233.16667,0.00820
34.jpg,10,1587,158.70000,0.00306
34.jpg,7,1066,152.28571,0.00616
34.jpg,1,141,141.00000,0.00081
34.jpg,2,380,190.00000,0.00220
35.jpg,31,7516,242.45161,0.01483
35.jpg,10,3383,338.30000,0.02025
35.jpg,9,1366,151.77778,0.00797
35.jpg,12,2767,230.58333,0.01643
36.jpg,13,4520,347.69231,0.00897
36.jpg,5,3137,627.40000,0.01865
36.jpg,4,757,189.25000,0.00448
36.jpg,4,626,156.50000,0.00374
37.jpg,21,3775,179.76190,0.00762
37.jpg,8,1403,175.37500,0.00838
37.jpg,5,1080,216.00000,0.00663
37.jpg,7,1176,168.00000,0.00713
38.jpg,29,7422,255.93103,0.01437
38.jpg,10,4528,452.80000,0.02668
38.jpg,11,1853,168.45455,0.01072
38.jpg,8,1041,130.12500,0.00599
39.jpg,12,2776,231.33333,0.00543
39.jpg,0,0,NaN,0.00000
39.jpg,5,724,144.80000,0.00422
39.jpg,7,2052,293.14286,0.01217
40.jpg,23,4984,216.69565,0.00978
40.jpg,7,1494,213.42857,0.00870
40.jpg,7,1474,210.57143,0.00867
40.jpg,9,2016,224.00000,0.01202
41.jpg,214,75483,352.72430,0.14352
41.jpg,66,22727,344.34848,0.12987
41.jpg,77,31087,403.72727,0.17662
41.jpg,71,21674,305.26761,0.12378
42.jpg,268,125887,469.72761,0.24337
42.jpg,105,43488,414.17143,0.25333
42.jpg,87,45395,521.78161,0.26248
42.jpg,77,37034,480.96104,0.21443
43.jpg,97,25565,263.55670,0.04890
43.jpg,28,7346,262.35714,0.04297
43.jpg,27,6699,248.11111,0.03794
43.jpg,42,11520,274.28571,0.06573
44.jpg,131,31590,241.14504,0.06151
44.jpg,44,9272,210.72727,0.05538
44.jpg,46,10639,231.28261,0.06039
44.jpg,41,11679,284.85366,0.06871
45.jpg,137,40693,297.02920,0.08591
45.jpg,37,11998,324.27027,0.07738
45.jpg,42,12442,296.23810,0.08224
45.jpg,58,16253,280.22414,0.09712
46.jpg,101,27037,267.69307,0.05743
46.jpg,27,7743,286.77778,0.05190
46.jpg,32,8978,280.56250,0.05992
46.jpg,41,10222,249.31707,0.05953
47.jpg,253,101345,400.57312,0.19838
47.jpg,72,24677,342.73611,0.14472
47.jpg,88,43395,493.12500,0.25363
47.jpg,94,33245,353.67021,0.19632
48.jpg,296,113944,384.94595,0.22110
48.jpg,93,34685,372.95699,0.20032
48.jpg,108,52830,489.16667,0.32355
48.jpg,94,26164,278.34043,0.14632
