num,Label,Area,PArea
119,30.jpg:4560-3822,18102845,0.08702
120,30.jpg:7400-3726,18046302,0.10571
121,31.jpg:4560-3954,53834345,0.11666
122,31.jpg:1784-3986,17983007,0.12397
123,31.jpg:4560-3956,18029893,0.11315
124,31.jpg:7336-3926,17831091,0.11320
125,32.jpg:4572-3684,52715081,0.11594
126,32.jpg:1820-3711,17577285,0.12868
127,32.jpg:4572-3680,17635646,0.10147
128,32.jpg:7324-3648,17501796,0.11775
129,33.jpg:4560-3618,51210288,0.40593
130,33.jpg:1816-3686,17049812,0.41313
131,33.jpg:4560-3608,17109917,0.38412
132,33.jpg:7304-3530,17054006,0.42062
133,34.jpg:4554-3624,51267233,0.38199
134,34.jpg:1854-3684,17155908,0.41354
135,34.jpg:4554-3627,17292390,0.35991
136,34.jpg:7254-3570,16809262,0.37260
137,35.jpg:4584-3654,47728631,0.30093
138,35.jpg:1780-3654,17053416,0.29384
139,35.jpg:4584-3504,16675630,0.26028
140,35.jpg:7388-3654,13999238,0.35798
141,36.jpg:4542-3696,51223034,0.45974
142,36.jpg:1786-3643,17156238,0.54214
143,36.jpg:4542-3669,17026893,0.42644
144,36.jpg:7298-3696,17034824,0.41001
145,37.jpg:4555-3782,52695403,0.03808
146,37.jpg:1795-3782,17893049,0.03524
147,37.jpg:4555-3794,17824539,0.03644
148,37.jpg:7315-3806,16935231,0.04288
149,38.jpg:4494-3912,50967237,0.09394
150,38.jpg:1706-3900,16932636,0.08471
151,38.jpg:4494-3905,17238093,0.10228
152,38.jpg:7282-3912,16824718,0.09459
153,39.jpg:4512-3942,52779530,0.09906
154,39.jpg:1736-3958,17552279,0.09489
155,39.jpg:4512-3948,17878232,0.10559
156,39.jpg:7288-3902,17370176,0.09684
157,40.jpg:4644-3828,53735706,0.12665
158,40.jpg:1844-3778,17647967,0.13256
159,40.jpg:4644-3800,18093677,0.12272
160,40.jpg:7444-3828,18011594,0.12478
161,41.jpg:4566-3888,51539184,0.10007
162,41.jpg:1874-3880,17117901,0.10864
163,41.jpg:4566-3884,17219266,0.08500
164,41.jpg:7258-3888,17205597,0.10656
165,42.jpg:4668-3672,53710559,0.15080
166,42.jpg:1892-3692,17832956,0.13905
167,42.jpg:4668-3682,17969009,0.14110
168,42.jpg:7444-3672,17917117,0.17214
169,43.jpg:4620-3906,50722482,0.08865
