Slice,Count,Total Area,Average Size,%Area
29.jpg,7,3405,486.42857,0.01885
29.jpg,8,3189,398.62500,0.01790
30.jpg,16,9802,612.62500,0.01810
30.jpg,2,1295,647.50000,0.00727
30.jpg,7,5353,764.71429,0.02943
30.jpg,7,3154,450.57143,0.01739
31.jpg,49,35019,714.67347,0.06593
31.jpg,19,17132,901.68421,0.09810
31.jpg,15,9635,642.33333,0.05413
31.jpg,15,8252,550.13333,0.04627
32.jpg,28,16609,593.17857,0.03113
32.jpg,7,3716,530.85714,0.02116
32.jpg,11,5562,505.63636,0.03106
32.jpg,10,7331,733.10000,0.04103
33.jpg,56,34649,618.73214,0.06828
33.jpg,16,10565,660.31250,0.06280
33.jpg,20,12915,645.75000,0.07607
33.jpg,20,11166,558.30000,0.06591
34.jpg,74,49966,675.21622,0.09600
34.jpg,26,19451,748.11538,0.11314
34.jpg,24,13989,582.87500,0.07971
34.jpg,24,16405,683.54167,0.09485
35.jpg,48,37443,780.06250,0.07131
35.jpg,16,9746,609.12500,0.05552
35.jpg,20,18869,943.45000,0.10660
35.jpg,12,8828,735.66667,0.05111
36.jpg,42,32733,779.35714,0.06539
36.jpg,9,6601,733.44444,0.04312
36.jpg,11,8837,803.36364,0.05131
36.jpg,22,17295,786.13636,0.09869
37.jpg,12,6311,525.91667,0.01150
37.jpg,4,2204,551.00000,0.01242
37.jpg,4,1992,498.00000,0.01081
37.jpg,4,2101,525.25000,0.01124
38.jpg,13,8917,685.92308,0.01705
38.jpg,4,2057,514.25000,0.01213
38.jpg,5,4852,970.40000,0.02742
38.jpg,4,2008,502.00000,0.01138
39.jpg,22,11038,501.72727,0.02035
39.jpg,7,3489,498.42857,0.01924
39.jpg,3,1239,413.00000,0.00683
39.jpg,12,6152,512.66667,0.03427
40.jpg,12,6078,506.50000,0.01164
40.jpg,2,638,319.00000,0.00377
40.jpg,3,2184,728.00000,0.01238
40.jpg,7,3256,465.14286,0.01844
41.jpg,29,28519,983.41379,0.05391
41.jpg,7,3350,478.57143,0.01891
41.jpg,9,14541,1615.66667,0.08168
41.jpg,12,10268,855.66667,0.05903
42.jpg,52,41273,793.71154,0.07957
42.jpg,13,7256,558.15385,0.04222
42.jpg,15,14426,961.73333,0.08321
42.jpg,24,19591,816.29167,0.11295
43.jpg,2,837,418.50000,0.00154
43.jpg,1,475,475.00000,0.00266
43.jpg,0,0,NaN,0.00000
43.jpg,1,362,362.00000,0.00201
44.jpg,13,6044,464.92308,0.01125
44.jpg,3,1754,584.66667,0.00976
44.jpg,7,3309,472.71429,0.01841
44.jpg,3,981,327.00000,0.00552
45.jpg,29,14386,496.06897,0.02714
45.jpg,9,4591,510.11111,0.02539
45.jpg,12,4721,393.41667,0.02578
45.jpg,8,5074,634.25000,0.03056
46.jpg,23,13452,584.86957,0.02520
46.jpg,9,3814,423.77778,0.02138
46.jpg,9,6585,731.66667,0.03665
46.jpg,5,3053,610.60000,0.01738
47.jpg,61,38542,631.83607,0.07372
47.jpg,16,9178,573.62500,0.05291
47.jpg,18,13835,768.61111,0.07772
47.jpg,27,15277,565.81481,0.08915
48.jpg,52,34436,662.23077,0.06777
48.jpg,16,8122,507.62500,0.04953
48.jpg,19,12117,637.73684,0.07073
48.jpg,17,14197,835.11765,0.08219
