Slice,Count,Total Area,Average Size,%Area
32.jpg,1,341,341.00000,0.00202
32.jpg,1,323,323.00000,0.00185
32.jpg,1,480,480.00000,0.00281
33.jpg,11,4301,391.00000,0.00813
33.jpg,5,1983,396.60000,0.01132
33.jpg,4,1616,404.00000,0.00899
33.jpg,2,702,351.00000,0.00404
34.jpg,25,11409,456.36000,0.02157
34.jpg,12,5138,428.16667,0.03179
34.jpg,9,4536,504.00000,0.02451
34.jpg,4,1735,433.75000,0.00952
35.jpg,8,3479,434.87500,0.00653
35.jpg,4,2018,504.50000,0.01150
35.jpg,2,750,375.00000,0.00417
35.jpg,2,711,355.50000,0.00401
36.jpg,10,5215,521.50000,0.01007
36.jpg,3,1897,632.33333,0.01081
36.jpg,4,1834,458.50000,0.01032
36.jpg,3,1276,425.33333,0.00775
37.jpg,5,5173,1034.60000,0.01047
37.jpg,0,0,NaN,0.00000
37.jpg,1,821,821.00000,0.00486
37.jpg,4,4352,1088.00000,0.02578
38.jpg,2,2305,1152.50000,0.00488
38.jpg,2,2305,1152.50000,0.01351
38.jpg,0,0,NaN,0.00000
38.jpg,0,0,NaN,0.00000
39.jpg,3,1644,548.00000,0.00318
39.jpg,0,0,NaN,0.00000
39.jpg,3,1644,548.00000,0.00945
39.jpg,0,0,NaN,0.00000
40.jpg,4,1803,450.75000,0.00357
40.jpg,1,303,303.00000,0.00181
40.jpg,1,752,752.00000,0.00443
40.jpg,2,748,374.00000,0.00444
41.jpg,1,454,454.00000,0.00092
41.jpg,1,454,454.00000,0.00282
41.jpg,0,0,NaN,0.00000
41.jpg,0,0,NaN,0.00000
42.jpg,4,2241,560.25000,0.00448
42.jpg,2,1571,785.50000,0.00959
42.jpg,2,670,335.00000,0.00399
42.jpg,0,0,NaN,0.00000
43.jpg,6,5341,890.16667,0.01028
43.jpg,0,0,NaN,0.00000
43.jpg,3,2695,898.33333,0.01501
43.jpg,3,2646,882.00000,0.01594
44.jpg,4,2323,580.75000,0.00481
44.jpg,0,0,NaN,0.00000
44.jpg,0,0,NaN,0.00000
44.jpg,4,2323,580.75000,0.01474
45.jpg,5,3634,726.80000,0.00697
45.jpg,3,1585,528.33333,0.00917
45.jpg,1,327,327.00000,0.00185
45.jpg,1,1722,1722.00000,0.01003
46.jpg,8,5668,708.50000,0.01139
46.jpg,2,819,409.50000,0.00477
46.jpg,3,2894,964.66667,0.01677
46.jpg,3,1955,651.66667,0.01272
47.jpg,4,1947,486.75000,0.00396
47.jpg,1,480,480.00000,0.00296
47.jpg,2,1138,569.00000,0.00706
47.jpg,1,329,329.00000,0.00196
48.jpg,9,7313,812.55556,0.01382
48.jpg,6,6001,1000.16667,0.03391
48.jpg,1,307,307.00000,0.00171
48.jpg,2,1005,502.50000,0.00580
