Slice,Count,Total Area,Average Size,%Area
29.jpg,3,1888,629.33333,0.01067
30.jpg,1,736,736.00000,0.00136
30.jpg,0,0,NaN,0.00000
30.jpg,0,0,NaN,0.00000
30.jpg,1,736,736.00000,0.00408
31.jpg,2,734,367.00000,0.00136
31.jpg,0,0,NaN,0.00000
31.jpg,0,0,NaN,0.00000
31.jpg,2,734,367.00000,0.00412
32.jpg,3,2140,713.33333,0.00406
32.jpg,3,2140,713.33333,0.01217
32.jpg,0,0,NaN,0.00000
32.jpg,0,0,NaN,0.00000
33.jpg,10,5185,518.50000,0.01012
33.jpg,6,2833,472.16667,0.01662
33.jpg,2,770,385.00000,0.00450
33.jpg,2,1582,791.00000,0.00928
34.jpg,16,10266,641.62500,0.02002
34.jpg,6,4070,678.33333,0.02372
34.jpg,6,4778,796.33333,0.02763
34.jpg,4,1418,354.50000,0.00844
35.jpg,14,9250,660.71429,0.01938
35.jpg,6,3116,519.33333,0.01827
35.jpg,3,1749,583.00000,0.01049
35.jpg,5,4385,877.00000,0.03132
36.jpg,20,8236,411.80000,0.01608
36.jpg,9,3753,417.00000,0.02188
36.jpg,7,2941,420.14286,0.01727
36.jpg,4,1542,385.50000,0.00905
37.jpg,3,1649,549.66667,0.00313
37.jpg,1,416,416.00000,0.00232
37.jpg,1,518,518.00000,0.00291
37.jpg,1,715,715.00000,0.00422
38.jpg,9,4296,477.33333,0.00843
38.jpg,2,749,374.50000,0.00442
38.jpg,5,2377,475.40000,0.01379
38.jpg,2,1170,585.00000,0.00695
39.jpg,8,7019,877.37500,0.01330
39.jpg,2,1877,938.50000,0.01069
39.jpg,4,3959,989.75000,0.02214
39.jpg,2,1183,591.50000,0.00681
40.jpg,8,3593,449.12500,0.00669
40.jpg,6,2635,439.16667,0.01493
40.jpg,1,593,593.00000,0.00328
40.jpg,1,365,365.00000,0.00203
41.jpg,5,4725,945.00000,0.00917
41.jpg,2,3637,1818.50000,0.02125
41.jpg,1,425,425.00000,0.00247
41.jpg,2,663,331.50000,0.00385
42.jpg,8,4115,514.37500,0.00766
42.jpg,3,1068,356.00000,0.00599
42.jpg,0,0,NaN,0.00000
42.jpg,5,3047,609.40000,0.01701
43.jpg,8,9915,1239.37500,0.01955
43.jpg,3,2166,722.00000,0.01386
43.jpg,2,1093,546.50000,0.00624
43.jpg,3,6656,2218.66667,0.03787
44.jpg,5,2548,509.60000,0.00559
44.jpg,1,414,414.00000,0.00303
44.jpg,4,2134,533.50000,0.01330
44.jpg,0,0,NaN,0.00000
45.jpg,9,8267,918.55556,0.01567
45.jpg,6,6104,1017.33333,0.03482
45.jpg,3,2163,721.00000,0.01210
45.jpg,0,0,NaN,0.00000
46.jpg,36,20752,576.44444,0.06173
46.jpg,15,7240,482.66667,0.10081
46.jpg,17,8856,520.94118,0.06629
46.jpg,4,4609,1152.25000,0.03526
47.jpg,9,3527,391.88889,0.00672
47.jpg,1,457,457.00000,0.00259
47.jpg,4,1540,385.00000,0.00864
47.jpg,3,989,329.66667,0.00583
48.jpg,10,4405,440.50000,0.00838
48.jpg,4,1759,439.75000,0.01002
48.jpg,3,1538,512.66667,0.00876
48.jpg,3,1108,369.33333,0.00634
