Slice,Count,Total Area,Average Size,%Area
30.jpg,22,6554,297.90909,0.03783
30.jpg,9,1661,184.55556,0.00917
30.jpg,13,1890,145.38462,0.01082
31.jpg,29,5747,198.17241,0.01108
31.jpg,12,2611,217.58333,0.01493
31.jpg,8,1436,179.50000,0.00818
31.jpg,9,1700,188.88889,0.01008
32.jpg,54,16652,308.37037,0.03077
32.jpg,16,3595,224.68750,0.02049
32.jpg,14,4600,328.57143,0.02493
32.jpg,24,8457,352.37500,0.04670
33.jpg,171,51650,302.04678,0.10077
33.jpg,71,19218,270.67606,0.11330
33.jpg,67,18985,283.35821,0.10899
33.jpg,34,13383,393.61765,0.07922
34.jpg,186,71080,382.15054,0.13930
34.jpg,39,17820,456.92308,0.11052
34.jpg,83,25831,311.21687,0.14761
34.jpg,64,27429,428.57812,0.15757
35.jpg,204,80057,392.43627,0.15566
35.jpg,64,24667,385.42188,0.14368
35.jpg,70,31949,456.41429,0.18676
35.jpg,70,23435,334.78571,0.13650
36.jpg,194,64501,332.47938,0.12302
36.jpg,71,21839,307.59155,0.12430
36.jpg,59,18378,311.49153,0.10508
36.jpg,64,24315,379.92188,0.13998
37.jpg,138,45133,327.05072,0.08672
37.jpg,57,21519,377.52632,0.12438
37.jpg,41,11097,270.65854,0.06309
37.jpg,40,12512,312.80000,0.07306
38.jpg,68,21518,316.44118,0.04042
38.jpg,26,9226,354.84615,0.05247
38.jpg,23,7999,347.78261,0.04479
38.jpg,19,4293,225.94737,0.02412
39.jpg,86,23643,274.91860,0.04687
39.jpg,26,6574,252.84615,0.03974
39.jpg,33,8635,261.66667,0.05062
39.jpg,28,8449,301.75000,0.05013
40.jpg,122,43441,356.07377,0.08498
40.jpg,41,12800,312.19512,0.07653
40.jpg,40,11454,286.35000,0.06633
40.jpg,41,19187,467.97561,0.11207
41.jpg,172,63490,369.12791,0.13453
41.jpg,51,15074,295.56863,0.10343
41.jpg,57,17426,305.71930,0.10632
41.jpg,65,30985,476.69231,0.19094
42.jpg,157,77158,491.45223,0.15282
42.jpg,48,17323,360.89583,0.10276
42.jpg,51,31601,619.62745,0.18483
42.jpg,58,28221,486.56897,0.17056
43.jpg,96,26198,272.89583,0.04850
43.jpg,24,5176,215.66667,0.02924
43.jpg,37,11989,324.02703,0.06526
43.jpg,34,8793,258.61765,0.04908
44.jpg,90,21027,233.63333,0.04097
44.jpg,38,9419,247.86842,0.05635
44.jpg,19,3903,205.42105,0.02239
44.jpg,33,7705,233.48485,0.04483
45.jpg,177,45992,259.84181,0.08518
45.jpg,55,18777,341.40000,0.10681
45.jpg,50,10457,209.14000,0.05728
45.jpg,72,16752,232.66667,0.09227
46.jpg,197,67089,340.55330,0.12720
46.jpg,61,20933,343.16393,0.12106
46.jpg,67,23313,347.95522,0.13068
46.jpg,69,22795,330.36232,0.12945
47.jpg,229,84031,366.94760,0.16180
47.jpg,68,22399,329.39706,0.13307
47.jpg,82,23029,280.84146,0.13052
47.jpg,79,38601,488.62025,0.22127
48.jpg,261,140023,536.48659,0.26624
48.jpg,72,34605,480.62500,0.20132
48.jpg,89,44323,498.01124,0.24915
48.jpg,102,61032,598.35294,0.34630
